,over_under_line,offensive_defensive_rank_diff,offensive_offensive_rank_dif,offense_defense_passing_completion,offense_rushing_vs_defense_rushing_allowed_yards,defense_offense_rank_dif,QB_rating,beat_spread,target_spread,first_down_vs_first_down_allowed,first_down_allowed_vs_first_down,drives_with_score_vs_drives_against_with_score,drives_against_with_score_vs_drives_with_score,spread_to_rank_O_to_D,yards,is_favorite,target_spread_vs_points
27,43.5,17,0,-0.09724158323828837,1.1245991754466331,-17,88.1,0,3.0,0.8646408839779005,1.156549520766773,0.2992125984251969,1.1140350877192982,-5.666666666666667,5581,0,-2.1220009053870528e-05
28,53.5,17,0,-0.09724158323828837,1.1245991754466331,-17,88.1,0,2.5,0.8646408839779005,1.156549520766773,0.35905511811023627,1.1140350877192982,-6.8,5581,0,-1.768334087822544e-05
29,45.0,17,0,-0.09724158323828837,1.1245991754466331,-17,88.1,0,6.0,0.8646408839779005,1.156549520766773,0.14960629921259844,1.1140350877192982,-2.8333333333333335,5581,0,-4.2440018107741056e-05
30,42.5,20,3,-0.07486839870945837,1.1269305019305018,5,88.0,0,-8.0,0.9088397790055248,0.865814696485623,-0.1171259842519685,0.830409356725146,2.5,5925,1,5.4978283577986696e-05
31,41.5,11,-6,-0.09981308411214962,1.2842292842292842,-12,84.2,1,-1.0,0.9281767955801105,1.121405750798722,-0.9396325459317584,1.219298245614035,11.0,6014,1,7.77653353241259e-06
32,53.5,23,6,0.06454465075154725,1.015045271972224,-18,100.6,1,-2.5,1.0524861878453038,1.2140575079872205,-0.3811023622047244,1.283625730994152,9.2,6461,1,1.6296412181894035e-05
33,43.5,7,-10,-0.11474255416097098,0.9814359814359814,-11,77.5,0,-4.0,0.8591160220994475,1.0575079872204474,-0.19291338582677164,1.0701754385964912,1.75,5142,1,3.1946840457478754e-05
34,47.0,6,-11,-0.02726445152480661,1.042975089972479,-10,79.4,0,-5.0,0.8922651933701657,0.9936102236421726,-0.1748031496062992,1.093567251461988,1.2,5749,1,4.054229372080955e-05
35,43.5,3,-14,-0.04190981432360742,1.08180957237561,-13,85.5,0,-3.0,0.8232044198895028,1.012779552715655,-0.2248468941382327,1.0701754385964912,1.0,4988,1,2.6684693659716788e-05
36,47.5,6,8,0.12541078207344716,1.0182767624020888,1,101.9,0,-7.0,1.2841328413284132,0.9209726443768997,-0.2173038229376258,0.8095238095238094,0.8571428571428571,5991,1,3.889861354227446e-05
37,41.0,-3,-1,0.11160224458446956,1.3272211307574766,-4,95.6,1,3.0,1.0959409594095941,0.9787234042553191,0.40962441314553993,0.9103641456582632,1.0,5775,0,-2.0453662228221965e-05
38,41.0,-22,-20,0.10839075890096296,1.286764705882353,-5,76.6,1,3.5,1.132841328413284,0.9635258358662614,0.3158953722334004,1.0280112044817926,6.285714285714286,5361,0,-3.288700963119568e-05
39,40.0,-13,-11,0.013380935111177994,1.0187146892655368,3,85.3,1,4.0,1.2361623616236161,0.8541033434650456,0.25440140845070425,0.7647058823529411,3.25,5564,0,-3.0489431600771384e-05
40,46.0,-2,0,0.050151564883285316,1.1582341269841268,2,88.0,1,6.0,1.2140221402214022,0.8237082066869301,0.20950704225352115,0.7955182072829131,0.3333333333333333,5925,0,-4.006169501031589e-05
41,42.5,-2,0,0.050151564883285316,1.1582341269841268,2,88.0,1,-2.5,1.2140221402214022,0.8237082066869301,-0.5028169014084508,0.7955182072829131,-0.8,5925,1,1.669237292096495e-05
42,47.5,-2,0,0.050151564883285316,1.1582341269841268,2,88.0,0,7.0,1.2140221402214022,0.8237082066869301,0.17957746478873243,0.7955182072829131,0.2857142857142857,5925,0,-4.673864417870186e-05
43,44.0,-2,0,0.050151564883285316,1.1582341269841268,2,88.0,0,-3.0,1.2140221402214022,0.8237082066869301,-0.4190140845070423,0.7955182072829131,-0.6666666666666666,5925,1,2.0030847505157944e-05
44,40.0,-2,0,0.050151564883285316,1.1582341269841268,2,88.0,0,-4.0,1.2140221402214022,0.8237082066869301,-0.31426056338028174,0.7955182072829131,-0.5,5925,1,2.6707796673543924e-05
45,46.0,-2,0,0.050151564883285316,1.1582341269841268,2,88.0,1,-2.5,1.2140221402214022,0.8237082066869301,-0.5028169014084508,0.7955182072829131,-0.8,5925,1,1.669237292096495e-05
46,41.0,-2,0,0.050151564883285316,1.1582341269841268,2,88.0,0,-3.5,1.2140221402214022,0.8237082066869301,-0.35915492957746487,0.7955182072829131,-0.5714285714285714,5925,1,2.336932208935093e-05
47,41.0,-2,0,0.050151564883285316,1.1582341269841268,2,88.0,0,-3.0,1.2140221402214022,0.8237082066869301,-0.4190140845070423,0.7955182072829131,-0.6666666666666666,5925,1,2.0030847505157944e-05
48,44.0,-8,-6,0.08027371515312143,1.0938438438438438,-11,91.0,1,3.0,1.1070110701107012,1.0455927051671732,0.3732394366197183,1.0700280112044818,2.6666666666666665,5336,0,-2.1593142018095053e-05
49,46.0,3,5,0.10249942673698677,1.1090432864626414,-19,94.5,0,2.5,1.2214022140221403,1.115501519756839,0.5380281690140846,1.134453781512605,-1.2,5956,0,-1.5380829334317707e-05
50,46.0,-15,-13,0.004888916101866593,1.0086980920314257,-14,77.5,0,-6.0,1.1476014760147601,1.006079027355623,-0.17253521126760563,1.0252100840336134,-2.5,5142,1,4.655818609306981e-05
51,42.5,-18,-16,0.08766684516372125,1.2080103359173129,-8,88.9,0,2.5,1.0738007380073802,1.0668693009118542,0.3619718309859155,0.9523809523809523,7.2,5307,0,-2.08385429690756e-05
52,51.5,16,24,-0.005369066545537149,0.91644908616188,17,101.9,1,-8.0,0.9914529914529915,1.041237113402062,-0.15882352941176472,1.1245136186770428,2.0,5991,1,5.5497745404092956e-05
53,44.0,7,15,-0.0175729646697389,1.194499017681729,12,95.6,1,-4.0,0.8461538461538461,1.1065292096219932,-0.2566176470588235,1.264591439688716,1.75,5775,1,3.404545067665333e-05
54,42.0,5,13,-0.0943280771946341,1.0402542372881356,-4,88.1,1,6.0,0.8917378917378918,1.2439862542955327,0.1676470588235294,1.482490272373541,-0.8333333333333334,5581,0,-5.147563486616335e-05
55,43.5,8,16,-0.07188268684957433,1.0424107142857142,18,88.0,1,-4.5,0.9373219373219374,0.9312714776632303,-0.23333333333333334,1.105058365758755,1.7777777777777777,5925,1,3.7509377344336085e-05
56,47.0,-7,1,0.0261897622617262,0.8638676844783715,6,94.5,1,-1.0,0.98005698005698,1.0274914089347078,-0.9911764705882353,1.470817120622568,-7.0,5949,1,1.0080645161290323e-05
57,45.5,9,17,0.07702445302445304,0.9125874125874126,10,102.0,0,4.0,0.9031339031339032,1.1305841924398625,0.26544117647058824,1.377431906614786,-2.25,5661,0,-3.3255736614566014e-05
58,49.5,6,14,0.006695711992662279,0.9858597285067874,-1,85.6,0,-6.0,0.9658119658119658,1.254295532646048,-0.14264705882352943,1.4007782101167316,1.0,5830,1,5.133909472062976e-05
59,45.5,-8,0,-0.03872691933916428,1.0872093023255809,8,88.9,1,-4.0,0.8290598290598291,1.2061855670103092,-0.1889705882352941,1.3229571984435797,-2.0,5307,1,4.162330905306972e-05
60,42.0,-8,0,-0.03872691933916428,1.0872093023255809,8,88.9,0,-6.0,0.8290598290598291,1.2061855670103092,-0.12598039215686274,1.3229571984435797,-1.3333333333333333,5307,1,6.243496357960458e-05
61,43.5,-8,0,-0.03872691933916428,1.0872093023255809,8,88.9,1,2.5,0.8290598290598291,1.2061855670103092,0.3023529411764706,1.3229571984435797,3.2,5307,0,-2.6014568158168572e-05
62,51.5,-8,0,-0.03872691933916428,1.0872093023255809,8,88.9,0,8.0,0.8290598290598291,1.2061855670103092,0.09448529411764706,1.3229571984435797,1.0,5307,0,-8.324661810613944e-05
63,44.0,-8,0,-0.03872691933916428,1.0872093023255809,8,88.9,0,4.0,0.8290598290598291,1.2061855670103092,0.1889705882352941,1.3229571984435797,2.0,5307,0,-4.162330905306972e-05
64,49.5,-8,0,-0.03872691933916428,1.0872093023255809,8,88.9,1,6.0,0.8290598290598291,1.2061855670103092,0.12598039215686274,1.3229571984435797,1.3333333333333333,5307,0,-6.243496357960458e-05
65,43.5,-8,0,-0.03872691933916428,1.0872093023255809,8,88.9,0,4.5,0.8290598290598291,1.2061855670103092,0.1679738562091503,1.3229571984435797,1.7777777777777777,5307,0,-4.6826222684703436e-05
66,47.0,-8,0,-0.03872691933916428,1.0872093023255809,8,88.9,0,1.0,0.8290598290598291,1.2061855670103092,0.7558823529411764,1.3229571984435797,8.0,5307,0,-1.040582726326743e-05
67,43.5,-9,-1,-0.03881773399014776,1.0006738544474394,0,85.5,0,-2.5,0.8490028490028491,1.0893470790378006,-0.3023529411764706,1.424124513618677,-3.6,4988,1,2.6971625849606212e-05
68,51.5,14,7,0.02693720639882157,0.7637075718015667,0,101.9,1,-13.5,1.0577507598784195,0.9558359621451105,-0.0903954802259887,0.8005540166204985,1.037037037037037,5991,1,7.482540738277353e-05
69,43.5,-6,-13,0.021075714856704453,0.8253205128205129,-10,89.7,0,-4.0,0.9483282674772037,0.9684542586750788,-0.2641242937853107,1.0138504155124655,-1.5,5517,1,3.07739652254193e-05
70,41.0,-14,-21,0.011406437253894895,0.9650735294117648,-6,76.6,0,-3.0,0.9331306990881459,1.0,-0.2956685499058381,1.0166204986149585,-4.666666666666667,5361,1,2.8116213683223995e-05
71,40.0,6,-1,-0.041736820443746166,0.8686755952380952,1,88.0,1,-7.5,1.0,0.8548895899053628,-0.13446327683615822,0.7867036011080332,0.8,5925,1,4.994805402381523e-05
72,45.0,7,0,0.11200692217641373,0.7604895104895105,-7,102.0,0,3.0,0.9635258358662614,1.0378548895899053,0.33992467043314506,0.9806094182825484,-2.3333333333333335,5661,0,-1.9927728770326283e-05
73,48.5,7,0,0.11200692217641373,0.7604895104895105,-7,102.0,1,7.0,0.9635258358662614,1.0378548895899053,0.14568200161420503,0.9806094182825484,-1.0,5661,0,-4.649803379742799e-05
74,40.0,7,0,0.11200692217641373,0.7604895104895105,-7,102.0,0,7.5,0.9635258358662614,1.0378548895899053,0.135969868173258,0.9806094182825484,-0.9333333333333333,5661,0,-4.981932192581571e-05
75,51.5,7,0,0.11200692217641373,0.7604895104895105,-7,102.0,0,13.5,0.9635258358662614,1.0378548895899053,0.07553881565181,0.9806094182825484,-0.5185185185185185,5661,0,-8.967477946646828e-05
76,44.5,7,0,0.11200692217641373,0.7604895104895105,-7,102.0,0,7.0,0.9635258358662614,1.0378548895899053,0.14568200161420503,0.9806094182825484,-1.0,5661,0,-4.649803379742799e-05
77,43.5,7,0,0.11200692217641373,0.7604895104895105,-7,102.0,1,4.0,0.9635258358662614,1.0378548895899053,0.2549435028248588,0.9806094182825484,-1.75,5661,0,-2.657030502710171e-05
78,48.5,7,0,0.11200692217641373,0.7604895104895105,-7,102.0,1,3.5,0.9635258358662614,1.0378548895899053,0.29136400322841005,0.9806094182825484,-2.0,5661,0,-2.3249016898713996e-05
79,41.0,7,0,0.11200692217641373,0.7604895104895105,-7,102.0,1,3.0,0.9635258358662614,1.0378548895899053,0.33992467043314506,0.9806094182825484,-2.3333333333333335,5661,0,-1.9927728770326283e-05
80,48.5,-4,-11,0.05561469108509165,0.7966269841269842,-4,87.8,0,-7.0,1.0911854103343466,1.0567823343848581,-0.13922518159806296,0.9501385041551246,-0.5714285714285714,5985,1,5.3218988535109324e-05
81,44.5,16,9,-0.042592780540613766,0.9038339670468948,4,99.2,1,-7.0,1.0851063829787233,0.9400630914826499,-0.17312348668280872,0.7340720221606648,2.2857142857142856,5871,1,3.6082474226804125e-05
82,45.0,11,4,0.006030597346537103,0.831782464846981,-20,94.5,1,-3.0,1.006079027355623,1.1577287066246056,-0.3596986817325801,1.1218836565096952,3.6666666666666665,5956,1,1.840942562592047e-05
83,48.5,4,-3,0.03939385695241726,0.8215497737556562,-18,85.6,0,-3.5,1.0303951367781155,1.1514195583596214,-0.23486682808716708,0.9972299168975068,1.1428571428571428,5830,1,2.392737017692581e-05
84,47.5,12,9,0.1142887250702136,0.8331355328744362,2,101.9,0,-7.0,1.0807453416149069,1.02020202020202,-0.18989010989010988,0.828080229226361,1.7142857142857142,5991,1,3.971969245609556e-05
85,43.5,3,0,0.1006166527222585,1.0859081978924807,-3,95.6,1,1.0,0.922360248447205,1.0841750841750841,1.073846153846154,0.9312320916905444,-3.0,5775,0,-6.961800600107211e-06
86,43.0,3,0,0.1006166527222585,1.0859081978924807,-3,95.6,0,-1.0,0.922360248447205,1.0841750841750841,-1.073846153846154,0.9312320916905444,3.0,5775,1,6.961800600107211e-06
87,41.5,3,0,0.1006166527222585,1.0859081978924807,-3,95.6,0,-3.5,0.922360248447205,1.0841750841750841,-0.3068131868131868,0.9312320916905444,0.8571428571428571,5775,1,2.436630210037524e-05
88,42.0,3,0,0.1006166527222585,1.0859081978924807,-3,95.6,1,2.5,0.922360248447205,1.0841750841750841,0.42953846153846154,0.9312320916905444,-1.2,5775,0,-1.7404501500268028e-05
89,47.5,3,0,0.1006166527222585,1.0859081978924807,-3,95.6,0,7.0,0.922360248447205,1.0841750841750841,0.1534065934065934,0.9312320916905444,-0.42857142857142855,5775,0,-4.873260420075048e-05
90,41.0,3,0,0.1006166527222585,1.0859081978924807,-3,95.6,0,4.5,0.922360248447205,1.0841750841750841,0.23863247863247863,0.9312320916905444,-0.6666666666666666,5775,0,-3.132810270048245e-05
91,48.5,3,0,0.1006166527222585,1.0859081978924807,-3,95.6,0,1.0,0.922360248447205,1.0841750841750841,1.073846153846154,0.9312320916905444,-3.0,5775,0,-6.961800600107211e-06
92,46.0,3,0,0.1006166527222585,1.0859081978924807,-3,95.6,0,-2.0,0.922360248447205,1.0841750841750841,-0.536923076923077,0.9312320916905444,1.5,5775,1,1.3923601200214422e-05
93,41.5,1,-2,0.014627615380598202,0.9456856702619414,-19,88.1,1,3.5,0.9720496894409938,1.2188552188552189,0.3006593406593407,1.0916905444126075,-0.2857142857142857,5581,0,-2.456071408521866e-05
94,42.0,4,1,0.03977326946199211,0.9476461038961036,3,88.0,0,-2.5,1.0217391304347827,0.9124579124579124,-0.43938461538461543,0.8137535816618912,1.6,5925,1,1.70447185235183e-05
95,46.0,5,2,0.20659449074434666,0.8296249205340114,-5,102.0,1,2.0,0.984472049689441,1.1077441077441077,0.5553846153846154,1.0143266475644699,-2.5,5661,0,-1.3600631069281615e-05
96,41.0,6,3,0.1370186009955463,1.0654712260216843,9,95.4,1,-4.5,0.9409937888198758,1.0538720538720538,-0.25914529914529916,0.7822349570200574,1.3333333333333333,5299,1,2.9316915860451482e-05
97,48.5,2,-1,0.12780494122980302,0.8962361168243521,-16,85.6,1,-1.0,1.0527950310559007,1.228956228956229,-0.8953846153846154,1.0315186246418337,2.0,5830,1,6.998733229285499e-06
98,43.5,-12,-15,0.0769177988198162,0.9883720930232556,-7,88.9,0,-1.0,0.9037267080745341,1.1818181818181819,-0.7907692307692308,0.9742120343839542,-12.0,5307,1,8.511362669163334e-06
99,43.0,-13,-16,0.07681605882937513,0.9097035040431266,-15,85.5,0,1.0,0.9254658385093167,1.0673400673400673,0.7907692307692308,1.0487106017191978,13.0,4988,0,-8.824489723881716e-06
100,49.0,25,10,0.03190141470225072,0.8146214099216711,3,101.9,0,-9.5,0.9534246575342465,0.8938053097345132,-0.12631578947368424,0.9931271477663229,2.6315789473684212,5991,1,5.419126664955364e-05
101,44.0,-3,-18,0.016295569912321062,1.0294117647058825,-3,76.6,0,3.0,0.8410958904109589,0.9351032448377581,0.29074074074074074,1.261168384879725,1.0,5361,0,-2.8936580660718593e-05
102,47.0,17,2,-0.03710458197465305,0.9265873015873016,4,88.0,0,-3.0,0.9013698630136986,0.799410029498525,-0.33055555555555555,0.9759450171821304,5.666666666666667,5925,1,2.0562169720148868e-05
103,45.5,18,3,0.11738235697626552,0.8111888111888113,-4,102.0,1,3.0,0.8684931506849315,0.9705014749262537,0.33425925925925926,1.2164948453608246,-6.0,5661,0,-2.0509174437364984e-05
104,56.0,7,-8,0.06071752617768955,0.8497354497354498,-1,87.8,1,3.0,0.9835616438356164,0.9882005899705014,0.3194444444444445,1.1786941580756012,-2.3333333333333335,5985,0,-2.3473627379638977e-05
105,46.0,27,12,-0.03796467977750096,0.9640895648500212,7,99.2,1,-2.5,0.9780821917808219,0.8790560471976401,-0.4766666666666667,0.9106529209621993,10.8,5871,1,1.3262599469496022e-05
106,51.0,22,7,0.010893743227057495,0.8872346291701131,-17,94.5,0,-3.5,0.9068493150684932,1.0825958702064897,-0.30317460317460315,1.3917525773195876,6.285714285714286,5956,1,2.2104332449160036e-05
107,56.0,15,0,0.04441828062999576,0.8763197586726998,-15,85.6,0,-3.0,0.9287671232876712,1.0766961651917404,-0.26944444444444443,1.2371134020618557,5.0,5830,1,2.1107585362593138e-05
108,47.0,15,0,0.04441828062999576,0.8763197586726998,-15,85.6,1,3.0,0.9287671232876712,1.0766961651917404,0.26944444444444443,1.2371134020618557,-5.0,5830,0,-2.1107585362593138e-05
109,45.5,15,0,0.04441828062999576,0.8763197586726998,-15,85.6,0,-3.0,0.9287671232876712,1.0766961651917404,-0.26944444444444443,1.2371134020618557,5.0,5830,1,2.1107585362593138e-05
110,46.0,15,0,0.04441828062999576,0.8763197586726998,-15,85.6,0,2.5,0.9287671232876712,1.0766961651917404,0.32333333333333336,1.2371134020618557,-6.0,5830,0,-1.7589654468827616e-05
111,44.0,15,0,0.04441828062999576,0.8763197586726998,-15,85.6,1,-3.0,0.9287671232876712,1.0766961651917404,-0.26944444444444443,1.2371134020618557,5.0,5830,1,2.1107585362593138e-05
112,47.0,15,0,0.04441828062999576,0.8763197586726998,-15,85.6,0,3.0,0.9287671232876712,1.0766961651917404,0.26944444444444443,1.2371134020618557,-5.0,5830,0,-2.1107585362593138e-05
113,49.0,15,0,0.04441828062999576,0.8763197586726998,-15,85.6,1,9.5,0.9287671232876712,1.0766961651917404,0.08508771929824561,1.2371134020618557,-1.5789473684210527,5830,0,-6.684068698154494e-05
114,51.0,15,0,0.04441828062999576,0.8763197586726998,-15,85.6,1,3.5,0.9287671232876712,1.0766961651917404,0.23095238095238096,1.2371134020618557,-4.285714285714286,5830,0,-2.462551625635866e-05
115,47.0,10,-5,0.06767654051275462,0.8380414312617703,-10,95.1,1,-3.0,0.9232876712328767,0.9410029498525073,-0.32037037037037036,1.3127147766323024,3.3333333333333335,5547,1,2.2227820339937465e-05
116,48.0,24,25,0.012763454954124457,0.9399477806788512,18,101.9,1,-14.5,1.0977917981072556,1.016778523489933,-0.08140192198982475,1.1245136186770428,1.6551724137931034,5991,1,0.00010429028661847736
117,43.0,5,6,-0.08805283068555314,0.9403520208604954,20,85.3,1,-3.5,1.0567823343848581,0.9429530201342282,-0.22560499609679935,1.0622568093385214,1.4285714285714286,5564,1,3.453004607294719e-05
118,41.5,13,14,-0.07781731419747663,1.0669274228596264,-3,88.1,1,-3.0,0.9873817034700315,1.2147651006711409,-0.3114754098360656,1.482490272373541,4.333333333333333,5581,1,2.6684693659716784e-05
119,43.0,16,17,-0.054962735369220916,1.0691391941391941,19,88.0,1,-8.0,1.0378548895899053,0.9093959731543624,-0.12192622950819673,1.105058365758755,2.0,5925,1,6.913657065325418e-05
120,40.5,7,8,-0.08044414496235319,1.2183713722175258,2,84.2,0,-3.0,1.0599369085173502,1.1778523489932886,-0.326047358834244,1.6225680933852142,2.3333333333333335,6014,1,2.9337557941676933e-05
121,41.0,-3,-2,-0.03941916189240802,1.031713900134953,-1,84.0,1,1.0,0.9684542586750788,1.0771812080536913,0.8142076502732241,1.6303501945525292,3.0,5311,0,-1.2030509371766802e-05
122,50.0,19,20,0.08745000540482127,0.9629916682813408,-4,100.6,0,-6.5,1.2018927444794953,1.2751677852348993,-0.15258511979823453,1.7081712062256809,2.923076923076923,6461,1,5.328218243819266e-05
123,39.0,3,4,-0.09569484607086964,0.9311059311059312,3,77.5,1,-4.0,0.9810725552050473,1.110738255033557,-0.20081967213114751,1.424124513618677,0.75,5142,1,4.017395321743148e-05
124,40.5,-1,0,-0.021294995135661014,1.02633215840763,1,85.5,1,3.0,0.9400630914826499,1.063758389261745,0.23406193078324225,1.424124513618677,0.3333333333333333,4988,0,-3.355667162559703e-05
125,41.0,-1,0,-0.021294995135661014,1.02633215840763,1,85.5,0,-1.0,0.9400630914826499,1.063758389261745,-0.7021857923497268,1.424124513618677,-1.0,4988,1,1.1185557208532343e-05
126,43.0,-1,0,-0.021294995135661014,1.02633215840763,1,85.5,0,3.5,0.9400630914826499,1.063758389261745,0.20062451209992194,1.424124513618677,0.2857142857142857,4988,0,-3.91494502298632e-05
127,50.0,-1,0,-0.021294995135661014,1.02633215840763,1,85.5,1,6.5,0.9400630914826499,1.063758389261745,0.1080285834384195,1.424124513618677,0.15384615384615385,4988,0,-7.270612185546023e-05
128,41.5,-1,0,-0.021294995135661014,1.02633215840763,1,85.5,0,3.0,0.9400630914826499,1.063758389261745,0.23406193078324225,1.424124513618677,0.3333333333333333,4988,0,-3.355667162559703e-05
129,43.0,-1,0,-0.021294995135661014,1.02633215840763,1,85.5,0,8.0,0.9400630914826499,1.063758389261745,0.08777322404371585,1.424124513618677,0.125,4988,0,-8.948445766825875e-05
130,48.0,-1,0,-0.021294995135661014,1.02633215840763,1,85.5,0,14.5,0.9400630914826499,1.063758389261745,0.048426606368946676,1.424124513618677,0.06896551724137931,4988,0,-0.000162190579523719
131,39.0,-1,0,-0.021294995135661014,1.02633215840763,1,85.5,0,4.0,0.9400630914826499,1.063758389261745,0.1755464480874317,1.424124513618677,0.25,4988,0,-4.474222883412937e-05
132,43.0,0,6,0.11710496945622514,0.8940966694262243,-1,101.9,1,-4.5,1.1118210862619808,1.0,-0.3516483516483517,0.762532981530343,-0.0,5991,1,2.3894862604540025e-05
133,42.0,-16,-10,0.0561812628254228,1.0195240638537773,5,76.3,0,-3.5,1.0031948881789137,0.9537953795379538,-0.32653061224489793,0.7097625329815304,-4.571428571428571,5688,1,2.4343592418709792e-05
